var1(t-7),var1(t-6),var1(t-5),var1(t-4),var1(t-3),var1(t-2),var1(t-1),var1(t)
-0.78055596,-0.761925,-0.7985458,-0.5493232,-0.59540796,-0.8151476,-0.47343695,-0.5571742
-0.761925,-0.7985458,-0.5493232,-0.59540796,-0.8151476,-0.47343695,-0.5571742,-0.32320315
-0.7985458,-0.5493232,-0.59540796,-0.8151476,-0.47343695,-0.5571742,-0.32320315,-0.4255755
-0.5493232,-0.59540796,-0.8151476,-0.47343695,-0.5571742,-0.32320315,-0.4255755,-0.39876354
-0.59540796,-0.8151476,-0.47343695,-0.5571742,-0.32320315,-0.4255755,-0.39876354,-0.64282
-0.8151476,-0.47343695,-0.5571742,-0.32320315,-0.4255755,-0.39876354,-0.64282,-0.5641024
-0.47343695,-0.5571742,-0.32320315,-0.4255755,-0.39876354,-0.64282,-0.5641024,-0.14420247
-0.5571742,-0.32320315,-0.4255755,-0.39876354,-0.64282,-0.5641024,-0.14420247,-0.9686017
-0.32320315,-0.4255755,-0.39876354,-0.64282,-0.5641024,-0.14420247,-0.9686017,-0.30971742
-0.4255755,-0.39876354,-0.64282,-0.5641024,-0.14420247,-0.9686017,-0.30971742,-0.73730433
-0.39876354,-0.64282,-0.5641024,-0.14420247,-0.9686017,-0.30971742,-0.73730433,-0.8062911
-0.64282,-0.5641024,-0.14420247,-0.9686017,-0.30971742,-0.73730433,-0.8062911,-0.995565
-0.5641024,-0.14420247,-0.9686017,-0.30971742,-0.73730433,-0.8062911,-0.995565,-0.43762165
-0.14420247,-0.9686017,-0.30971742,-0.73730433,-0.8062911,-0.995565,-0.43762165,-0.75556505
-0.9686017,-0.30971742,-0.73730433,-0.8062911,-0.995565,-0.43762165,-0.75556505,-0.12191373
-0.30971742,-0.73730433,-0.8062911,-0.995565,-0.43762165,-0.75556505,-0.12191373,-0.6307517
-0.73730433,-0.8062911,-0.995565,-0.43762165,-0.75556505,-0.12191373,-0.6307517,-0.48930532
-0.8062911,-0.995565,-0.43762165,-0.75556505,-0.12191373,-0.6307517,-0.48930532,-0.8778974
-0.995565,-0.43762165,-0.75556505,-0.12191373,-0.6307517,-0.48930532,-0.8778974,-0.5519397
-0.43762165,-0.75556505,-0.12191373,-0.6307517,-0.48930532,-0.8778974,-0.5519397,-0.48249823
-0.75556505,-0.12191373,-0.6307517,-0.48930532,-0.8778974,-0.5519397,-0.48249823,-0.1762793
-0.12191373,-0.6307517,-0.48930532,-0.8778974,-0.5519397,-0.48249823,-0.1762793,-0.66270936
-0.6307517,-0.48930532,-0.8778974,-0.5519397,-0.48249823,-0.1762793,-0.66270936,-0.37464207
-0.48930532,-0.8778974,-0.5519397,-0.48249823,-0.1762793,-0.66270936,-0.37464207,-0.8134801
-0.8778974,-0.5519397,-0.48249823,-0.1762793,-0.66270936,-0.37464207,-0.8134801,-0.6055143
-0.5519397,-0.48249823,-0.1762793,-0.66270936,-0.37464207,-0.8134801,-0.6055143,-0.54288447
-0.48249823,-0.1762793,-0.66270936,-0.37464207,-0.8134801,-0.6055143,-0.54288447,-0.0355618
-0.1762793,-0.66270936,-0.37464207,-0.8134801,-0.6055143,-0.54288447,-0.0355618,-0.65198815
-0.66270936,-0.37464207,-0.8134801,-0.6055143,-0.54288447,-0.0355618,-0.65198815,0.028439999
-0.37464207,-0.8134801,-0.6055143,-0.54288447,-0.0355618,-0.65198815,0.028439999,-0.9181103
-0.8134801,-0.6055143,-0.54288447,-0.0355618,-0.65198815,0.028439999,-0.9181103,-0.26478034
-0.6055143,-0.54288447,-0.0355618,-0.65198815,0.028439999,-0.9181103,-0.26478034,-0.35908866
-0.54288447,-0.0355618,-0.65198815,0.028439999,-0.9181103,-0.26478034,-0.35908866,-0.36914116
-0.0355618,-0.65198815,0.028439999,-0.9181103,-0.26478034,-0.35908866,-0.36914116,-0.46416277
-0.65198815,0.028439999,-0.9181103,-0.26478034,-0.35908866,-0.36914116,-0.46416277,-0.70522904
0.028439999,-0.9181103,-0.26478034,-0.35908866,-0.36914116,-0.46416277,-0.70522904,-0.9139429
-0.9181103,-0.26478034,-0.35908866,-0.36914116,-0.46416277,-0.70522904,-0.9139429,-0.7333685
-0.26478034,-0.35908866,-0.36914116,-0.46416277,-0.70522904,-0.9139429,-0.7333685,-0.639652
-0.35908866,-0.36914116,-0.46416277,-0.70522904,-0.9139429,-0.7333685,-0.639652,-0.0461908
-0.36914116,-0.46416277,-0.70522904,-0.9139429,-0.7333685,-0.639652,-0.0461908,-0.09483832
-0.46416277,-0.70522904,-0.9139429,-0.7333685,-0.639652,-0.0461908,-0.09483832,-0.9301494
-0.70522904,-0.9139429,-0.7333685,-0.639652,-0.0461908,-0.09483832,-0.9301494,-0.7711674
-0.9139429,-0.7333685,-0.639652,-0.0461908,-0.09483832,-0.9301494,-0.7711674,-0.6025589
-0.7333685,-0.639652,-0.0461908,-0.09483832,-0.9301494,-0.7711674,-0.6025589,-0.52622175
-0.639652,-0.0461908,-0.09483832,-0.9301494,-0.7711674,-0.6025589,-0.52622175,-0.46045935
-0.0461908,-0.09483832,-0.9301494,-0.7711674,-0.6025589,-0.52622175,-0.46045935,-0.48410964
-0.09483832,-0.9301494,-0.7711674,-0.6025589,-0.52622175,-0.46045935,-0.48410964,-0.52527535
-0.9301494,-0.7711674,-0.6025589,-0.52622175,-0.46045935,-0.48410964,-0.52527535,-0.33154476
-0.7711674,-0.6025589,-0.52622175,-0.46045935,-0.48410964,-0.52527535,-0.33154476,-0.67021966
-0.6025589,-0.52622175,-0.46045935,-0.48410964,-0.52527535,-0.33154476,-0.67021966,-0.21453029
-0.52622175,-0.46045935,-0.48410964,-0.52527535,-0.33154476,-0.67021966,-0.21453029,-0.570889
-0.46045935,-0.48410964,-0.52527535,-0.33154476,-0.67021966,-0.21453029,-0.570889,-0.3631358
-0.48410964,-0.52527535,-0.33154476,-0.67021966,-0.21453029,-0.570889,-0.3631358,0.19325662
-0.52527535,-0.33154476,-0.67021966,-0.21453029,-0.570889,-0.3631358,0.19325662,-0.4232549
-0.33154476,-0.67021966,-0.21453029,-0.570889,-0.3631358,0.19325662,-0.4232549,-0.77192885
-0.67021966,-0.21453029,-0.570889,-0.3631358,0.19325662,-0.4232549,-0.77192885,-0.6074721
-0.21453029,-0.570889,-0.3631358,0.19325662,-0.4232549,-0.77192885,-0.6074721,-0.58470094
-0.570889,-0.3631358,0.19325662,-0.4232549,-0.77192885,-0.6074721,-0.58470094,-0.7021268
-0.3631358,0.19325662,-0.4232549,-0.77192885,-0.6074721,-0.58470094,-0.7021268,-0.9313009
0.19325662,-0.4232549,-0.77192885,-0.6074721,-0.58470094,-0.7021268,-0.9313009,-0.92475307
-0.4232549,-0.77192885,-0.6074721,-0.58470094,-0.7021268,-0.9313009,-0.92475307,-0.813504
-0.77192885,-0.6074721,-0.58470094,-0.7021268,-0.9313009,-0.92475307,-0.813504,-0.816703
-0.6074721,-0.58470094,-0.7021268,-0.9313009,-0.92475307,-0.813504,-0.816703,-0.6674552
-0.58470094,-0.7021268,-0.9313009,-0.92475307,-0.813504,-0.816703,-0.6674552,-0.9149771
-0.7021268,-0.9313009,-0.92475307,-0.813504,-0.816703,-0.6674552,-0.9149771,-0.5965805
-0.9313009,-0.92475307,-0.813504,-0.816703,-0.6674552,-0.9149771,-0.5965805,-0.51832736
-0.92475307,-0.813504,-0.816703,-0.6674552,-0.9149771,-0.5965805,-0.51832736,-0.5133573
-0.813504,-0.816703,-0.6674552,-0.9149771,-0.5965805,-0.51832736,-0.5133573,-0.73422
-0.816703,-0.6674552,-0.9149771,-0.5965805,-0.51832736,-0.5133573,-0.73422,-0.47839165
-0.6674552,-0.9149771,-0.5965805,-0.51832736,-0.5133573,-0.73422,-0.47839165,-0.7682546
-0.9149771,-0.5965805,-0.51832736,-0.5133573,-0.73422,-0.47839165,-0.7682546,-0.46597558
-0.5965805,-0.51832736,-0.5133573,-0.73422,-0.47839165,-0.7682546,-0.46597558,-0.68472284
-0.51832736,-0.5133573,-0.73422,-0.47839165,-0.7682546,-0.46597558,-0.68472284,-0.4437787
-0.5133573,-0.73422,-0.47839165,-0.7682546,-0.46597558,-0.68472284,-0.4437787,-0.44914663
-0.73422,-0.47839165,-0.7682546,-0.46597558,-0.68472284,-0.4437787,-0.44914663,-0.51582956
-0.47839165,-0.7682546,-0.46597558,-0.68472284,-0.4437787,-0.44914663,-0.51582956,-0.6348568
-0.7682546,-0.46597558,-0.68472284,-0.4437787,-0.44914663,-0.51582956,-0.6348568,-0.6866089
-0.46597558,-0.68472284,-0.4437787,-0.44914663,-0.51582956,-0.6348568,-0.6866089,-0.32576323
-0.68472284,-0.4437787,-0.44914663,-0.51582956,-0.6348568,-0.6866089,-0.32576323,-0.55201364
-0.4437787,-0.44914663,-0.51582956,-0.6348568,-0.6866089,-0.32576323,-0.55201364,-0.617179
-0.44914663,-0.51582956,-0.6348568,-0.6866089,-0.32576323,-0.55201364,-0.617179,-0.5179851
-0.51582956,-0.6348568,-0.6866089,-0.32576323,-0.55201364,-0.617179,-0.5179851,-0.5911632
-0.6348568,-0.6866089,-0.32576323,-0.55201364,-0.617179,-0.5179851,-0.5911632,-0.58405495
-0.6866089,-0.32576323,-0.55201364,-0.617179,-0.5179851,-0.5911632,-0.58405495,-0.4310025
-0.32576323,-0.55201364,-0.617179,-0.5179851,-0.5911632,-0.58405495,-0.4310025,-0.34047413
-0.55201364,-0.617179,-0.5179851,-0.5911632,-0.58405495,-0.4310025,-0.34047413,-0.06265956
-0.617179,-0.5179851,-0.5911632,-0.58405495,-0.4310025,-0.34047413,-0.06265956,-0.22525603
-0.5179851,-0.5911632,-0.58405495,-0.4310025,-0.34047413,-0.06265956,-0.22525603,-0.60249424
-0.5911632,-0.58405495,-0.4310025,-0.34047413,-0.06265956,-0.22525603,-0.60249424,-0.99884623
-0.58405495,-0.4310025,-0.34047413,-0.06265956,-0.22525603,-0.60249424,-0.99884623,-0.46572262
-0.4310025,-0.34047413,-0.06265956,-0.22525603,-0.60249424,-0.99884623,-0.46572262,-0.5544415
-0.34047413,-0.06265956,-0.22525603,-0.60249424,-0.99884623,-0.46572262,-0.5544415,-0.39822066
-0.06265956,-0.22525603,-0.60249424,-0.99884623,-0.46572262,-0.5544415,-0.39822066,-0.6658082
-0.22525603,-0.60249424,-0.99884623,-0.46572262,-0.5544415,-0.39822066,-0.6658082,-0.14893717
-0.60249424,-0.99884623,-0.46572262,-0.5544415,-0.39822066,-0.6658082,-0.14893717,-0.92960685
-0.99884623,-0.46572262,-0.5544415,-0.39822066,-0.6658082,-0.14893717,-0.92960685,-0.5714042
-0.46572262,-0.5544415,-0.39822066,-0.6658082,-0.14893717,-0.92960685,-0.5714042,-0.5813297
-0.5544415,-0.39822066,-0.6658082,-0.14893717,-0.92960685,-0.5714042,-0.5813297,-0.6293678
-0.39822066,-0.6658082,-0.14893717,-0.92960685,-0.5714042,-0.5813297,-0.6293678,-0.60289925
-0.6658082,-0.14893717,-0.92960685,-0.5714042,-0.5813297,-0.6293678,-0.60289925,-0.41801405
-0.14893717,-0.92960685,-0.5714042,-0.5813297,-0.6293678,-0.60289925,-0.41801405,-0.8606974
-0.92960685,-0.5714042,-0.5813297,-0.6293678,-0.60289925,-0.41801405,-0.8606974,-0.72564936
-0.5714042,-0.5813297,-0.6293678,-0.60289925,-0.41801405,-0.8606974,-0.72564936,-0.5840785
-0.5813297,-0.6293678,-0.60289925,-0.41801405,-0.8606974,-0.72564936,-0.5840785,-0.6102766
-0.6293678,-0.60289925,-0.41801405,-0.8606974,-0.72564936,-0.5840785,-0.6102766,-0.4676816
-0.60289925,-0.41801405,-0.8606974,-0.72564936,-0.5840785,-0.6102766,-0.4676816,-0.43564034
-0.41801405,-0.8606974,-0.72564936,-0.5840785,-0.6102766,-0.4676816,-0.43564034,-0.78527373
-0.8606974,-0.72564936,-0.5840785,-0.6102766,-0.4676816,-0.43564034,-0.78527373,-0.5304314
-0.72564936,-0.5840785,-0.6102766,-0.4676816,-0.43564034,-0.78527373,-0.5304314,-0.58037657
-0.5840785,-0.6102766,-0.4676816,-0.43564034,-0.78527373,-0.5304314,-0.58037657,-0.10582304
-0.6102766,-0.4676816,-0.43564034,-0.78527373,-0.5304314,-0.58037657,-0.10582304,-0.43639278
-0.4676816,-0.43564034,-0.78527373,-0.5304314,-0.58037657,-0.10582304,-0.43639278,-0.5538575
-0.43564034,-0.78527373,-0.5304314,-0.58037657,-0.10582304,-0.43639278,-0.5538575,-0.81870866
-0.78527373,-0.5304314,-0.58037657,-0.10582304,-0.43639278,-0.5538575,-0.81870866,-0.5366904
-0.5304314,-0.58037657,-0.10582304,-0.43639278,-0.5538575,-0.81870866,-0.5366904,-0.6157551
-0.58037657,-0.10582304,-0.43639278,-0.5538575,-0.81870866,-0.5366904,-0.6157551,-0.66587514
-0.10582304,-0.43639278,-0.5538575,-0.81870866,-0.5366904,-0.6157551,-0.66587514,-0.57002187
-0.43639278,-0.5538575,-0.81870866,-0.5366904,-0.6157551,-0.66587514,-0.57002187,-0.5714958
-0.5538575,-0.81870866,-0.5366904,-0.6157551,-0.66587514,-0.57002187,-0.5714958,-0.8128117
-0.81870866,-0.5366904,-0.6157551,-0.66587514,-0.57002187,-0.5714958,-0.8128117,-0.54832673
-0.5366904,-0.6157551,-0.66587514,-0.57002187,-0.5714958,-0.8128117,-0.54832673,-0.5901081
-0.6157551,-0.66587514,-0.57002187,-0.5714958,-0.8128117,-0.54832673,-0.5901081,-0.7368877
-0.66587514,-0.57002187,-0.5714958,-0.8128117,-0.54832673,-0.5901081,-0.7368877,-0.5413159
-0.57002187,-0.5714958,-0.8128117,-0.54832673,-0.5901081,-0.7368877,-0.5413159,-0.48040813
-0.5714958,-0.8128117,-0.54832673,-0.5901081,-0.7368877,-0.5413159,-0.48040813,-0.6600921
-0.8128117,-0.54832673,-0.5901081,-0.7368877,-0.5413159,-0.48040813,-0.6600921,-0.5260588
-0.54832673,-0.5901081,-0.7368877,-0.5413159,-0.48040813,-0.6600921,-0.5260588,-0.75442886
-0.5901081,-0.7368877,-0.5413159,-0.48040813,-0.6600921,-0.5260588,-0.75442886,-0.58703125
-0.7368877,-0.5413159,-0.48040813,-0.6600921,-0.5260588,-0.75442886,-0.58703125,-0.62766933
-0.5413159,-0.48040813,-0.6600921,-0.5260588,-0.75442886,-0.58703125,-0.62766933,-0.32384992
-0.48040813,-0.6600921,-0.5260588,-0.75442886,-0.58703125,-0.62766933,-0.32384992,-0.64740705
-0.6600921,-0.5260588,-0.75442886,-0.58703125,-0.62766933,-0.32384992,-0.64740705,-0.42480958
-0.5260588,-0.75442886,-0.58703125,-0.62766933,-0.32384992,-0.64740705,-0.42480958,-0.3823657
-0.75442886,-0.58703125,-0.62766933,-0.32384992,-0.64740705,-0.42480958,-0.3823657,-0.29019153
-0.58703125,-0.62766933,-0.32384992,-0.64740705,-0.42480958,-0.3823657,-0.29019153,-0.86586845
-0.62766933,-0.32384992,-0.64740705,-0.42480958,-0.3823657,-0.29019153,-0.86586845,-0.99980384
-0.32384992,-0.64740705,-0.42480958,-0.3823657,-0.29019153,-0.86586845,-0.99980384,-0.77940553
-0.64740705,-0.42480958,-0.3823657,-0.29019153,-0.86586845,-0.99980384,-0.77940553,-0.52409613
-0.42480958,-0.3823657,-0.29019153,-0.86586845,-0.99980384,-0.77940553,-0.52409613,-0.3086421
-0.3823657,-0.29019153,-0.86586845,-0.99980384,-0.77940553,-0.52409613,-0.3086421,-0.30282807
-0.29019153,-0.86586845,-0.99980384,-0.77940553,-0.52409613,-0.3086421,-0.30282807,-0.6378406
-0.86586845,-0.99980384,-0.77940553,-0.52409613,-0.3086421,-0.30282807,-0.6378406,-0.5414542
-0.99980384,-0.77940553,-0.52409613,-0.3086421,-0.30282807,-0.6378406,-0.5414542,-0.63876057
-0.77940553,-0.52409613,-0.3086421,-0.30282807,-0.6378406,-0.5414542,-0.63876057,-0.8012699
-0.52409613,-0.3086421,-0.30282807,-0.6378406,-0.5414542,-0.63876057,-0.8012699,-0.7095822
-0.3086421,-0.30282807,-0.6378406,-0.5414542,-0.63876057,-0.8012699,-0.7095822,-0.1663931
-0.30282807,-0.6378406,-0.5414542,-0.63876057,-0.8012699,-0.7095822,-0.1663931,-0.7500365
-0.6378406,-0.5414542,-0.63876057,-0.8012699,-0.7095822,-0.1663931,-0.7500365,-0.36652648
-0.5414542,-0.63876057,-0.8012699,-0.7095822,-0.1663931,-0.7500365,-0.36652648,-0.861414
-0.63876057,-0.8012699,-0.7095822,-0.1663931,-0.7500365,-0.36652648,-0.861414,-0.5592452
-0.8012699,-0.7095822,-0.1663931,-0.7500365,-0.36652648,-0.861414,-0.5592452,-0.49153405
-0.7095822,-0.1663931,-0.7500365,-0.36652648,-0.861414,-0.5592452,-0.49153405,-0.4737575
-0.1663931,-0.7500365,-0.36652648,-0.861414,-0.5592452,-0.49153405,-0.4737575,-0.5484183
-0.7500365,-0.36652648,-0.861414,-0.5592452,-0.49153405,-0.4737575,-0.5484183,-0.535926
-0.36652648,-0.861414,-0.5592452,-0.49153405,-0.4737575,-0.5484183,-0.535926,-0.8561959
-0.861414,-0.5592452,-0.49153405,-0.4737575,-0.5484183,-0.535926,-0.8561959,-0.9908543
-0.5592452,-0.49153405,-0.4737575,-0.5484183,-0.535926,-0.8561959,-0.9908543,-0.44537932
-0.49153405,-0.4737575,-0.5484183,-0.535926,-0.8561959,-0.9908543,-0.44537932,-0.5483536
-0.4737575,-0.5484183,-0.535926,-0.8561959,-0.9908543,-0.44537932,-0.5483536,-0.22663319
-0.5484183,-0.535926,-0.8561959,-0.9908543,-0.44537932,-0.5483536,-0.22663319,-0.54933774
-0.535926,-0.8561959,-0.9908543,-0.44537932,-0.5483536,-0.22663319,-0.54933774,-0.29459143
-0.8561959,-0.9908543,-0.44537932,-0.5483536,-0.22663319,-0.54933774,-0.29459143,-0.8486053
-0.9908543,-0.44537932,-0.5483536,-0.22663319,-0.54933774,-0.29459143,-0.8486053,-0.9923099
-0.44537932,-0.5483536,-0.22663319,-0.54933774,-0.29459143,-0.8486053,-0.9923099,-0.25033247
-0.5483536,-0.22663319,-0.54933774,-0.29459143,-0.8486053,-0.9923099,-0.25033247,-0.33687794
-0.22663319,-0.54933774,-0.29459143,-0.8486053,-0.9923099,-0.25033247,-0.33687794,-0.300627
-0.54933774,-0.29459143,-0.8486053,-0.9923099,-0.25033247,-0.33687794,-0.300627,-0.46508223
-0.29459143,-0.8486053,-0.9923099,-0.25033247,-0.33687794,-0.300627,-0.46508223,-0.72504294
-0.8486053,-0.9923099,-0.25033247,-0.33687794,-0.300627,-0.46508223,-0.72504294,-0.99668026
-0.9923099,-0.25033247,-0.33687794,-0.300627,-0.46508223,-0.72504294,-0.99668026,-0.6755532
-0.25033247,-0.33687794,-0.300627,-0.46508223,-0.72504294,-0.99668026,-0.6755532,-0.24045938
-0.33687794,-0.300627,-0.46508223,-0.72504294,-0.99668026,-0.6755532,-0.24045938,-0.4908458
-0.300627,-0.46508223,-0.72504294,-0.99668026,-0.6755532,-0.24045938,-0.4908458,-0.51266384
-0.46508223,-0.72504294,-0.99668026,-0.6755532,-0.24045938,-0.4908458,-0.51266384,-0.71475697
-0.72504294,-0.99668026,-0.6755532,-0.24045938,-0.4908458,-0.51266384,-0.71475697,-0.8266206
-0.99668026,-0.6755532,-0.24045938,-0.4908458,-0.51266384,-0.71475697,-0.8266206,-0.7331495
-0.6755532,-0.24045938,-0.4908458,-0.51266384,-0.71475697,-0.8266206,-0.7331495,-0.45048946
-0.24045938,-0.4908458,-0.51266384,-0.71475697,-0.8266206,-0.7331495,-0.45048946,-0.44024414
-0.4908458,-0.51266384,-0.71475697,-0.8266206,-0.7331495,-0.45048946,-0.44024414,-0.53301394
-0.51266384,-0.71475697,-0.8266206,-0.7331495,-0.45048946,-0.44024414,-0.53301394,-0.6416834
-0.71475697,-0.8266206,-0.7331495,-0.45048946,-0.44024414,-0.53301394,-0.6416834,-0.79615194
-0.8266206,-0.7331495,-0.45048946,-0.44024414,-0.53301394,-0.6416834,-0.79615194,-0.9790207
-0.7331495,-0.45048946,-0.44024414,-0.53301394,-0.6416834,-0.79615194,-0.9790207,-0.2815469
-0.45048946,-0.44024414,-0.53301394,-0.6416834,-0.79615194,-0.9790207,-0.2815469,-0.7047071
-0.44024414,-0.53301394,-0.6416834,-0.79615194,-0.9790207,-0.2815469,-0.7047071,-0.32981527
-0.53301394,-0.6416834,-0.79615194,-0.9790207,-0.2815469,-0.7047071,-0.32981527,-0.5416369
-0.6416834,-0.79615194,-0.9790207,-0.2815469,-0.7047071,-0.32981527,-0.5416369,-0.1637848
-0.79615194,-0.9790207,-0.2815469,-0.7047071,-0.32981527,-0.5416369,-0.1637848,-0.68630064
-0.9790207,-0.2815469,-0.7047071,-0.32981527,-0.5416369,-0.1637848,-0.68630064,-0.9956614
-0.2815469,-0.7047071,-0.32981527,-0.5416369,-0.1637848,-0.68630064,-0.9956614,-0.6013005
-0.7047071,-0.32981527,-0.5416369,-0.1637848,-0.68630064,-0.9956614,-0.6013005,0.05713582
-0.32981527,-0.5416369,-0.1637848,-0.68630064,-0.9956614,-0.6013005,0.05713582,-0.38637286
-0.5416369,-0.1637848,-0.68630064,-0.9956614,-0.6013005,0.05713582,-0.38637286,-0.077763855
-0.1637848,-0.68630064,-0.9956614,-0.6013005,0.05713582,-0.38637286,-0.077763855,-0.7203147
-0.68630064,-0.9956614,-0.6013005,0.05713582,-0.38637286,-0.077763855,-0.7203147,-0.87409574
-0.9956614,-0.6013005,0.05713582,-0.38637286,-0.077763855,-0.7203147,-0.87409574,-0.9774433
-0.6013005,0.05713582,-0.38637286,-0.077763855,-0.7203147,-0.87409574,-0.9774433,-0.61868393
0.05713582,-0.38637286,-0.077763855,-0.7203147,-0.87409574,-0.9774433,-0.61868393,-0.3930545
-0.38637286,-0.077763855,-0.7203147,-0.87409574,-0.9774433,-0.61868393,-0.3930545,-0.5268905
-0.077763855,-0.7203147,-0.87409574,-0.9774433,-0.61868393,-0.3930545,-0.5268905,-0.55297464
-0.7203147,-0.87409574,-0.9774433,-0.61868393,-0.3930545,-0.5268905,-0.55297464,-0.45693338
-0.87409574,-0.9774433,-0.61868393,-0.3930545,-0.5268905,-0.55297464,-0.45693338,-0.6618093
-0.9774433,-0.61868393,-0.3930545,-0.5268905,-0.55297464,-0.45693338,-0.6618093,-0.99469256
-0.61868393,-0.3930545,-0.5268905,-0.55297464,-0.45693338,-0.6618093,-0.99469256,-0.537413
-0.3930545,-0.5268905,-0.55297464,-0.45693338,-0.6618093,-0.99469256,-0.537413,-0.49396485
-0.5268905,-0.55297464,-0.45693338,-0.6618093,-0.99469256,-0.537413,-0.49396485,-0.5386785
-0.55297464,-0.45693338,-0.6618093,-0.99469256,-0.537413,-0.49396485,-0.5386785,-0.096561134
-0.45693338,-0.6618093,-0.99469256,-0.537413,-0.49396485,-0.5386785,-0.096561134,-0.30494684
-0.6618093,-0.99469256,-0.537413,-0.49396485,-0.5386785,-0.096561134,-0.30494684,-0.9051028
-0.99469256,-0.537413,-0.49396485,-0.5386785,-0.096561134,-0.30494684,-0.9051028,-0.72445333
-0.537413,-0.49396485,-0.5386785,-0.096561134,-0.30494684,-0.9051028,-0.72445333,-0.7207877
-0.49396485,-0.5386785,-0.096561134,-0.30494684,-0.9051028,-0.72445333,-0.7207877,-0.67492515
-0.5386785,-0.096561134,-0.30494684,-0.9051028,-0.72445333,-0.7207877,-0.67492515,-0.62793314
-0.096561134,-0.30494684,-0.9051028,-0.72445333,-0.7207877,-0.67492515,-0.62793314,-0.48157793
-0.30494684,-0.9051028,-0.72445333,-0.7207877,-0.67492515,-0.62793314,-0.48157793,-0.65580696
-0.9051028,-0.72445333,-0.7207877,-0.67492515,-0.62793314,-0.48157793,-0.65580696,-0.70360565
-0.72445333,-0.7207877,-0.67492515,-0.62793314,-0.48157793,-0.65580696,-0.70360565,-0.5851295
-0.7207877,-0.67492515,-0.62793314,-0.48157793,-0.65580696,-0.70360565,-0.5851295,-0.43684375
-0.67492515,-0.62793314,-0.48157793,-0.65580696,-0.70360565,-0.5851295,-0.43684375,0.11376262
-0.62793314,-0.48157793,-0.65580696,-0.70360565,-0.5851295,-0.43684375,0.11376262,-0.95439374
-0.48157793,-0.65580696,-0.70360565,-0.5851295,-0.43684375,0.11376262,-0.95439374,-0.6011795
-0.65580696,-0.70360565,-0.5851295,-0.43684375,0.11376262,-0.95439374,-0.6011795,-0.65888226
-0.70360565,-0.5851295,-0.43684375,0.11376262,-0.95439374,-0.6011795,-0.65888226,-0.7332755
-0.5851295,-0.43684375,0.11376262,-0.95439374,-0.6011795,-0.65888226,-0.7332755,-0.39784813
-0.43684375,0.11376262,-0.95439374,-0.6011795,-0.65888226,-0.7332755,-0.39784813,-0.72134364
0.11376262,-0.95439374,-0.6011795,-0.65888226,-0.7332755,-0.39784813,-0.72134364,-0.79512745
-0.95439374,-0.6011795,-0.65888226,-0.7332755,-0.39784813,-0.72134364,-0.79512745,-0.7811896
-0.6011795,-0.65888226,-0.7332755,-0.39784813,-0.72134364,-0.79512745,-0.7811896,-0.8466587
-0.65888226,-0.7332755,-0.39784813,-0.72134364,-0.79512745,-0.7811896,-0.8466587,-0.42888325
-0.7332755,-0.39784813,-0.72134364,-0.79512745,-0.7811896,-0.8466587,-0.42888325,-0.74236023
-0.39784813,-0.72134364,-0.79512745,-0.7811896,-0.8466587,-0.42888325,-0.74236023,-0.4927371
-0.72134364,-0.79512745,-0.7811896,-0.8466587,-0.42888325,-0.74236023,-0.4927371,-0.5282767
-0.79512745,-0.7811896,-0.8466587,-0.42888325,-0.74236023,-0.4927371,-0.5282767,-0.93575007
-0.7811896,-0.8466587,-0.42888325,-0.74236023,-0.4927371,-0.5282767,-0.93575007,-0.57022285
-0.8466587,-0.42888325,-0.74236023,-0.4927371,-0.5282767,-0.93575007,-0.57022285,-0.5474838
-0.42888325,-0.74236023,-0.4927371,-0.5282767,-0.93575007,-0.57022285,-0.5474838,-0.29723036
-0.74236023,-0.4927371,-0.5282767,-0.93575007,-0.57022285,-0.5474838,-0.29723036,-0.49330914
-0.4927371,-0.5282767,-0.93575007,-0.57022285,-0.5474838,-0.29723036,-0.49330914,-0.7969848
-0.5282767,-0.93575007,-0.57022285,-0.5474838,-0.29723036,-0.49330914,-0.7969848,-0.7882123
-0.93575007,-0.57022285,-0.5474838,-0.29723036,-0.49330914,-0.7969848,-0.7882123,-0.5488621
-0.57022285,-0.5474838,-0.29723036,-0.49330914,-0.7969848,-0.7882123,-0.5488621,-0.56340265
-0.5474838,-0.29723036,-0.49330914,-0.7969848,-0.7882123,-0.5488621,-0.56340265,-0.65662897
-0.29723036,-0.49330914,-0.7969848,-0.7882123,-0.5488621,-0.56340265,-0.65662897,-0.3756128
-0.49330914,-0.7969848,-0.7882123,-0.5488621,-0.56340265,-0.65662897,-0.3756128,-0.68175924
-0.7969848,-0.7882123,-0.5488621,-0.56340265,-0.65662897,-0.3756128,-0.68175924,-0.7695967
-0.7882123,-0.5488621,-0.56340265,-0.65662897,-0.3756128,-0.68175924,-0.7695967,-0.2936278
-0.5488621,-0.56340265,-0.65662897,-0.3756128,-0.68175924,-0.7695967,-0.2936278,-0.5243169
-0.56340265,-0.65662897,-0.3756128,-0.68175924,-0.7695967,-0.2936278,-0.5243169,-0.7368679
-0.65662897,-0.3756128,-0.68175924,-0.7695967,-0.2936278,-0.5243169,-0.7368679,-0.5279367
-0.3756128,-0.68175924,-0.7695967,-0.2936278,-0.5243169,-0.7368679,-0.5279367,-0.834957
-0.68175924,-0.7695967,-0.2936278,-0.5243169,-0.7368679,-0.5279367,-0.834957,-0.6797404
