var1(t-7),var1(t-6),var1(t-5),var1(t-4),var1(t-3),var1(t-2),var1(t-1),var1(t)
-0.7695967,-0.2936278,-0.5243169,-0.7368679,-0.5279367,-0.834957,-0.6797404,-0.7236605
-0.2936278,-0.5243169,-0.7368679,-0.5279367,-0.834957,-0.6797404,-0.7236605,-0.56904143
-0.5243169,-0.7368679,-0.5279367,-0.834957,-0.6797404,-0.7236605,-0.56904143,-0.5640998
-0.7368679,-0.5279367,-0.834957,-0.6797404,-0.7236605,-0.56904143,-0.5640998,-0.47712278
-0.5279367,-0.834957,-0.6797404,-0.7236605,-0.56904143,-0.5640998,-0.47712278,-0.8252292
-0.834957,-0.6797404,-0.7236605,-0.56904143,-0.5640998,-0.47712278,-0.8252292,-0.5937009
-0.6797404,-0.7236605,-0.56904143,-0.5640998,-0.47712278,-0.8252292,-0.5937009,-0.6200216
-0.7236605,-0.56904143,-0.5640998,-0.47712278,-0.8252292,-0.5937009,-0.6200216,-0.4529404
-0.56904143,-0.5640998,-0.47712278,-0.8252292,-0.5937009,-0.6200216,-0.4529404,-0.45827734
-0.5640998,-0.47712278,-0.8252292,-0.5937009,-0.6200216,-0.4529404,-0.45827734,-0.61323345
-0.47712278,-0.8252292,-0.5937009,-0.6200216,-0.4529404,-0.45827734,-0.61323345,-0.8391988
-0.8252292,-0.5937009,-0.6200216,-0.4529404,-0.45827734,-0.61323345,-0.8391988,-0.7111425
-0.5937009,-0.6200216,-0.4529404,-0.45827734,-0.61323345,-0.8391988,-0.7111425,-0.65785444
-0.6200216,-0.4529404,-0.45827734,-0.61323345,-0.8391988,-0.7111425,-0.65785444,-0.6749188
-0.4529404,-0.45827734,-0.61323345,-0.8391988,-0.7111425,-0.65785444,-0.6749188,-0.6008518
-0.45827734,-0.61323345,-0.8391988,-0.7111425,-0.65785444,-0.6749188,-0.6008518,0.18115246
-0.61323345,-0.8391988,-0.7111425,-0.65785444,-0.6749188,-0.6008518,0.18115246,-0.8220624
-0.8391988,-0.7111425,-0.65785444,-0.6749188,-0.6008518,0.18115246,-0.8220624,-0.73933387
-0.7111425,-0.65785444,-0.6749188,-0.6008518,0.18115246,-0.8220624,-0.73933387,-0.7203752
-0.65785444,-0.6749188,-0.6008518,0.18115246,-0.8220624,-0.73933387,-0.7203752,-0.25110817
-0.6749188,-0.6008518,0.18115246,-0.8220624,-0.73933387,-0.7203752,-0.25110817,-0.9521269
-0.6008518,0.18115246,-0.8220624,-0.73933387,-0.7203752,-0.25110817,-0.9521269,-0.6171775
0.18115246,-0.8220624,-0.73933387,-0.7203752,-0.25110817,-0.9521269,-0.6171775,-0.98347515
-0.8220624,-0.73933387,-0.7203752,-0.25110817,-0.9521269,-0.6171775,-0.98347515,-0.53545594
-0.73933387,-0.7203752,-0.25110817,-0.9521269,-0.6171775,-0.98347515,-0.53545594,-0.70173
-0.7203752,-0.25110817,-0.9521269,-0.6171775,-0.98347515,-0.53545594,-0.70173,-0.82717323
-0.25110817,-0.9521269,-0.6171775,-0.98347515,-0.53545594,-0.70173,-0.82717323,-0.67357564
-0.9521269,-0.6171775,-0.98347515,-0.53545594,-0.70173,-0.82717323,-0.67357564,-0.593708
-0.6171775,-0.98347515,-0.53545594,-0.70173,-0.82717323,-0.67357564,-0.593708,-0.90045077
-0.98347515,-0.53545594,-0.70173,-0.82717323,-0.67357564,-0.593708,-0.90045077,-0.68823344
-0.53545594,-0.70173,-0.82717323,-0.67357564,-0.593708,-0.90045077,-0.68823344,-0.77342224
-0.70173,-0.82717323,-0.67357564,-0.593708,-0.90045077,-0.68823344,-0.77342224,-0.32309145
-0.82717323,-0.67357564,-0.593708,-0.90045077,-0.68823344,-0.77342224,-0.32309145,-0.6757292
-0.67357564,-0.593708,-0.90045077,-0.68823344,-0.77342224,-0.32309145,-0.6757292,-0.81760234
-0.593708,-0.90045077,-0.68823344,-0.77342224,-0.32309145,-0.6757292,-0.81760234,-0.8717523
-0.90045077,-0.68823344,-0.77342224,-0.32309145,-0.6757292,-0.81760234,-0.8717523,-0.1186434
-0.68823344,-0.77342224,-0.32309145,-0.6757292,-0.81760234,-0.8717523,-0.1186434,-0.5782719
-0.77342224,-0.32309145,-0.6757292,-0.81760234,-0.8717523,-0.1186434,-0.5782719,-0.6931231
-0.32309145,-0.6757292,-0.81760234,-0.8717523,-0.1186434,-0.5782719,-0.6931231,-0.59831893
-0.6757292,-0.81760234,-0.8717523,-0.1186434,-0.5782719,-0.6931231,-0.59831893,-0.26124245
-0.81760234,-0.8717523,-0.1186434,-0.5782719,-0.6931231,-0.59831893,-0.26124245,-0.7165414
-0.8717523,-0.1186434,-0.5782719,-0.6931231,-0.59831893,-0.26124245,-0.7165414,-0.6654283
-0.1186434,-0.5782719,-0.6931231,-0.59831893,-0.26124245,-0.7165414,-0.6654283,-0.626711
-0.5782719,-0.6931231,-0.59831893,-0.26124245,-0.7165414,-0.6654283,-0.626711,-0.5220218
-0.6931231,-0.59831893,-0.26124245,-0.7165414,-0.6654283,-0.626711,-0.5220218,-0.028775573
-0.59831893,-0.26124245,-0.7165414,-0.6654283,-0.626711,-0.5220218,-0.028775573,-0.24250048
-0.26124245,-0.7165414,-0.6654283,-0.626711,-0.5220218,-0.028775573,-0.24250048,-0.29265898
-0.7165414,-0.6654283,-0.626711,-0.5220218,-0.028775573,-0.24250048,-0.29265898,-0.7654501
-0.6654283,-0.626711,-0.5220218,-0.028775573,-0.24250048,-0.29265898,-0.7654501,-0.60389686
-0.626711,-0.5220218,-0.028775573,-0.24250048,-0.29265898,-0.7654501,-0.60389686,-0.51586926
-0.5220218,-0.028775573,-0.24250048,-0.29265898,-0.7654501,-0.60389686,-0.51586926,-0.70972085
-0.028775573,-0.24250048,-0.29265898,-0.7654501,-0.60389686,-0.51586926,-0.70972085,-0.6175489
-0.24250048,-0.29265898,-0.7654501,-0.60389686,-0.51586926,-0.70972085,-0.6175489,-0.83934414
-0.29265898,-0.7654501,-0.60389686,-0.51586926,-0.70972085,-0.6175489,-0.83934414,-0.99692315
-0.7654501,-0.60389686,-0.51586926,-0.70972085,-0.6175489,-0.83934414,-0.99692315,-0.6707039
-0.60389686,-0.51586926,-0.70972085,-0.6175489,-0.83934414,-0.99692315,-0.6707039,-0.7978359
-0.51586926,-0.70972085,-0.6175489,-0.83934414,-0.99692315,-0.6707039,-0.7978359,-0.43595004
-0.70972085,-0.6175489,-0.83934414,-0.99692315,-0.6707039,-0.7978359,-0.43595004,-0.5768428
-0.6175489,-0.83934414,-0.99692315,-0.6707039,-0.7978359,-0.43595004,-0.5768428,-0.91841555
-0.83934414,-0.99692315,-0.6707039,-0.7978359,-0.43595004,-0.5768428,-0.91841555,-0.39854908
-0.99692315,-0.6707039,-0.7978359,-0.43595004,-0.5768428,-0.91841555,-0.39854908,-0.7552292
-0.6707039,-0.7978359,-0.43595004,-0.5768428,-0.91841555,-0.39854908,-0.7552292,-0.68962777
-0.7978359,-0.43595004,-0.5768428,-0.91841555,-0.39854908,-0.7552292,-0.68962777,-0.42838967
-0.43595004,-0.5768428,-0.91841555,-0.39854908,-0.7552292,-0.68962777,-0.42838967,-0.53361994
-0.5768428,-0.91841555,-0.39854908,-0.7552292,-0.68962777,-0.42838967,-0.53361994,-0.8050133
-0.91841555,-0.39854908,-0.7552292,-0.68962777,-0.42838967,-0.53361994,-0.8050133,-0.5823329
-0.39854908,-0.7552292,-0.68962777,-0.42838967,-0.53361994,-0.8050133,-0.5823329,-0.52023953
-0.7552292,-0.68962777,-0.42838967,-0.53361994,-0.8050133,-0.5823329,-0.52023953,-0.3648104
-0.68962777,-0.42838967,-0.53361994,-0.8050133,-0.5823329,-0.52023953,-0.3648104,-0.47983426
-0.42838967,-0.53361994,-0.8050133,-0.5823329,-0.52023953,-0.3648104,-0.47983426,-0.30511916
-0.53361994,-0.8050133,-0.5823329,-0.52023953,-0.3648104,-0.47983426,-0.30511916,-0.73410714
-0.8050133,-0.5823329,-0.52023953,-0.3648104,-0.47983426,-0.30511916,-0.73410714,-0.35851294
-0.5823329,-0.52023953,-0.3648104,-0.47983426,-0.30511916,-0.73410714,-0.35851294,-0.46970963
-0.52023953,-0.3648104,-0.47983426,-0.30511916,-0.73410714,-0.35851294,-0.46970963,0.20155978
-0.3648104,-0.47983426,-0.30511916,-0.73410714,-0.35851294,-0.46970963,0.20155978,-0.89913595
-0.47983426,-0.30511916,-0.73410714,-0.35851294,-0.46970963,0.20155978,-0.89913595,-0.4771086
-0.30511916,-0.73410714,-0.35851294,-0.46970963,0.20155978,-0.89913595,-0.4771086,-0.7408411
-0.73410714,-0.35851294,-0.46970963,0.20155978,-0.89913595,-0.4771086,-0.7408411,-0.72211635
-0.35851294,-0.46970963,0.20155978,-0.89913595,-0.4771086,-0.7408411,-0.72211635,-0.33256996
-0.46970963,0.20155978,-0.89913595,-0.4771086,-0.7408411,-0.72211635,-0.33256996,-0.27646816
0.20155978,-0.89913595,-0.4771086,-0.7408411,-0.72211635,-0.33256996,-0.27646816,-0.35002667
-0.89913595,-0.4771086,-0.7408411,-0.72211635,-0.33256996,-0.27646816,-0.35002667,-0.43381292
-0.4771086,-0.7408411,-0.72211635,-0.33256996,-0.27646816,-0.35002667,-0.43381292,-0.6141257
-0.7408411,-0.72211635,-0.33256996,-0.27646816,-0.35002667,-0.43381292,-0.6141257,-0.43345535
-0.72211635,-0.33256996,-0.27646816,-0.35002667,-0.43381292,-0.6141257,-0.43345535,-0.67018044
-0.33256996,-0.27646816,-0.35002667,-0.43381292,-0.6141257,-0.43345535,-0.67018044,-0.34921253
-0.27646816,-0.35002667,-0.43381292,-0.6141257,-0.43345535,-0.67018044,-0.34921253,-0.3730713
-0.35002667,-0.43381292,-0.6141257,-0.43345535,-0.67018044,-0.34921253,-0.3730713,-0.54694355
-0.43381292,-0.6141257,-0.43345535,-0.67018044,-0.34921253,-0.3730713,-0.54694355,-0.705482
-0.6141257,-0.43345535,-0.67018044,-0.34921253,-0.3730713,-0.54694355,-0.705482,-0.34476894
-0.43345535,-0.67018044,-0.34921253,-0.3730713,-0.54694355,-0.705482,-0.34476894,-0.4833852
-0.67018044,-0.34921253,-0.3730713,-0.54694355,-0.705482,-0.34476894,-0.4833852,-0.6994184
-0.34921253,-0.3730713,-0.54694355,-0.705482,-0.34476894,-0.4833852,-0.6994184,-0.49783677
-0.3730713,-0.54694355,-0.705482,-0.34476894,-0.4833852,-0.6994184,-0.49783677,-0.36772025
-0.54694355,-0.705482,-0.34476894,-0.4833852,-0.6994184,-0.49783677,-0.36772025,-0.66472733
-0.705482,-0.34476894,-0.4833852,-0.6994184,-0.49783677,-0.36772025,-0.66472733,-0.66620725
-0.34476894,-0.4833852,-0.6994184,-0.49783677,-0.36772025,-0.66472733,-0.66620725,-0.33940965
-0.4833852,-0.6994184,-0.49783677,-0.36772025,-0.66472733,-0.66620725,-0.33940965,-0.5652902
-0.6994184,-0.49783677,-0.36772025,-0.66472733,-0.66620725,-0.33940965,-0.5652902,0.08357084
-0.49783677,-0.36772025,-0.66472733,-0.66620725,-0.33940965,-0.5652902,0.08357084,0.024776936
-0.36772025,-0.66472733,-0.66620725,-0.33940965,-0.5652902,0.08357084,0.024776936,-0.9313943
-0.66472733,-0.66620725,-0.33940965,-0.5652902,0.08357084,0.024776936,-0.9313943,-0.63528013
-0.66620725,-0.33940965,-0.5652902,0.08357084,0.024776936,-0.9313943,-0.63528013,-0.4572764
-0.33940965,-0.5652902,0.08357084,0.024776936,-0.9313943,-0.63528013,-0.4572764,-0.28705496
-0.5652902,0.08357084,0.024776936,-0.9313943,-0.63528013,-0.4572764,-0.28705496,-0.47849065
0.08357084,0.024776936,-0.9313943,-0.63528013,-0.4572764,-0.28705496,-0.47849065,-0.7396167
0.024776936,-0.9313943,-0.63528013,-0.4572764,-0.28705496,-0.47849065,-0.7396167,-0.9524169
-0.9313943,-0.63528013,-0.4572764,-0.28705496,-0.47849065,-0.7396167,-0.9524169,-0.014443874
-0.63528013,-0.4572764,-0.28705496,-0.47849065,-0.7396167,-0.9524169,-0.014443874,-0.7012559
-0.4572764,-0.28705496,-0.47849065,-0.7396167,-0.9524169,-0.014443874,-0.7012559,-0.63392127
-0.28705496,-0.47849065,-0.7396167,-0.9524169,-0.014443874,-0.7012559,-0.63392127,-0.7596791
-0.47849065,-0.7396167,-0.9524169,-0.014443874,-0.7012559,-0.63392127,-0.7596791,-0.3563242
-0.7396167,-0.9524169,-0.014443874,-0.7012559,-0.63392127,-0.7596791,-0.3563242,-0.6829152
-0.9524169,-0.014443874,-0.7012559,-0.63392127,-0.7596791,-0.3563242,-0.6829152,-0.7349546
-0.014443874,-0.7012559,-0.63392127,-0.7596791,-0.3563242,-0.6829152,-0.7349546,-0.2514556
-0.7012559,-0.63392127,-0.7596791,-0.3563242,-0.6829152,-0.7349546,-0.2514556,-0.40061712
-0.63392127,-0.7596791,-0.3563242,-0.6829152,-0.7349546,-0.2514556,-0.40061712,-0.50891596
-0.7596791,-0.3563242,-0.6829152,-0.7349546,-0.2514556,-0.40061712,-0.50891596,-0.2523986
-0.3563242,-0.6829152,-0.7349546,-0.2514556,-0.40061712,-0.50891596,-0.2523986,-0.55005693
-0.6829152,-0.7349546,-0.2514556,-0.40061712,-0.50891596,-0.2523986,-0.55005693,-0.73389494
-0.7349546,-0.2514556,-0.40061712,-0.50891596,-0.2523986,-0.55005693,-0.73389494,-0.38515413
-0.2514556,-0.40061712,-0.50891596,-0.2523986,-0.55005693,-0.73389494,-0.38515413,-0.4071474
-0.40061712,-0.50891596,-0.2523986,-0.55005693,-0.73389494,-0.38515413,-0.4071474,-0.74953693
-0.50891596,-0.2523986,-0.55005693,-0.73389494,-0.38515413,-0.4071474,-0.74953693,-0.7877393
-0.2523986,-0.55005693,-0.73389494,-0.38515413,-0.4071474,-0.74953693,-0.7877393,-0.6652848
-0.55005693,-0.73389494,-0.38515413,-0.4071474,-0.74953693,-0.7877393,-0.6652848,-0.7071263
-0.73389494,-0.38515413,-0.4071474,-0.74953693,-0.7877393,-0.6652848,-0.7071263,-0.7555897
-0.38515413,-0.4071474,-0.74953693,-0.7877393,-0.6652848,-0.7071263,-0.7555897,-0.91120005
-0.4071474,-0.74953693,-0.7877393,-0.6652848,-0.7071263,-0.7555897,-0.91120005,-0.59343076
-0.74953693,-0.7877393,-0.6652848,-0.7071263,-0.7555897,-0.91120005,-0.59343076,-0.583413
-0.7877393,-0.6652848,-0.7071263,-0.7555897,-0.91120005,-0.59343076,-0.583413,-0.18792158
-0.6652848,-0.7071263,-0.7555897,-0.91120005,-0.59343076,-0.583413,-0.18792158,-0.3831399
-0.7071263,-0.7555897,-0.91120005,-0.59343076,-0.583413,-0.18792158,-0.3831399,-0.5476291
-0.7555897,-0.91120005,-0.59343076,-0.583413,-0.18792158,-0.3831399,-0.5476291,-0.49250394
-0.91120005,-0.59343076,-0.583413,-0.18792158,-0.3831399,-0.5476291,-0.49250394,-0.61361796
-0.59343076,-0.583413,-0.18792158,-0.3831399,-0.5476291,-0.49250394,-0.61361796,-0.6582247
-0.583413,-0.18792158,-0.3831399,-0.5476291,-0.49250394,-0.61361796,-0.6582247,-0.528227
-0.18792158,-0.3831399,-0.5476291,-0.49250394,-0.61361796,-0.6582247,-0.528227,-0.47775912
-0.3831399,-0.5476291,-0.49250394,-0.61361796,-0.6582247,-0.528227,-0.47775912,-0.44627565
-0.5476291,-0.49250394,-0.61361796,-0.6582247,-0.528227,-0.47775912,-0.44627565,-0.8395325
-0.49250394,-0.61361796,-0.6582247,-0.528227,-0.47775912,-0.44627565,-0.8395325,-0.95062643
-0.61361796,-0.6582247,-0.528227,-0.47775912,-0.44627565,-0.8395325,-0.95062643,-0.59963375
-0.6582247,-0.528227,-0.47775912,-0.44627565,-0.8395325,-0.95062643,-0.59963375,-0.50703514
-0.528227,-0.47775912,-0.44627565,-0.8395325,-0.95062643,-0.59963375,-0.50703514,-0.64207196
-0.47775912,-0.44627565,-0.8395325,-0.95062643,-0.59963375,-0.50703514,-0.64207196,-0.44097388
-0.44627565,-0.8395325,-0.95062643,-0.59963375,-0.50703514,-0.64207196,-0.44097388,-0.6316982
-0.8395325,-0.95062643,-0.59963375,-0.50703514,-0.64207196,-0.44097388,-0.6316982,-0.8314823
-0.95062643,-0.59963375,-0.50703514,-0.64207196,-0.44097388,-0.6316982,-0.8314823,-0.61251384
-0.59963375,-0.50703514,-0.64207196,-0.44097388,-0.6316982,-0.8314823,-0.61251384,-0.68121743
-0.50703514,-0.64207196,-0.44097388,-0.6316982,-0.8314823,-0.61251384,-0.68121743,-0.39864433
-0.64207196,-0.44097388,-0.6316982,-0.8314823,-0.61251384,-0.68121743,-0.39864433,-0.5966249
-0.44097388,-0.6316982,-0.8314823,-0.61251384,-0.68121743,-0.39864433,-0.5966249,-0.58300614
-0.6316982,-0.8314823,-0.61251384,-0.68121743,-0.39864433,-0.5966249,-0.58300614,-0.8720647
-0.8314823,-0.61251384,-0.68121743,-0.39864433,-0.5966249,-0.58300614,-0.8720647,-0.86945343
-0.61251384,-0.68121743,-0.39864433,-0.5966249,-0.58300614,-0.8720647,-0.86945343,-0.67305434
-0.68121743,-0.39864433,-0.5966249,-0.58300614,-0.8720647,-0.86945343,-0.67305434,-0.68048584
-0.39864433,-0.5966249,-0.58300614,-0.8720647,-0.86945343,-0.67305434,-0.68048584,-0.67287314
-0.5966249,-0.58300614,-0.8720647,-0.86945343,-0.67305434,-0.68048584,-0.67287314,-0.41734856
-0.58300614,-0.8720647,-0.86945343,-0.67305434,-0.68048584,-0.67287314,-0.41734856,-0.8857212
-0.8720647,-0.86945343,-0.67305434,-0.68048584,-0.67287314,-0.41734856,-0.8857212,-0.60794926
-0.86945343,-0.67305434,-0.68048584,-0.67287314,-0.41734856,-0.8857212,-0.60794926,-0.45895177
-0.67305434,-0.68048584,-0.67287314,-0.41734856,-0.8857212,-0.60794926,-0.45895177,-0.7756203
-0.68048584,-0.67287314,-0.41734856,-0.8857212,-0.60794926,-0.45895177,-0.7756203,-0.7235204
-0.67287314,-0.41734856,-0.8857212,-0.60794926,-0.45895177,-0.7756203,-0.7235204,-0.54346323
-0.41734856,-0.8857212,-0.60794926,-0.45895177,-0.7756203,-0.7235204,-0.54346323,-0.76399
-0.8857212,-0.60794926,-0.45895177,-0.7756203,-0.7235204,-0.54346323,-0.76399,-0.99877185
-0.60794926,-0.45895177,-0.7756203,-0.7235204,-0.54346323,-0.76399,-0.99877185,-0.47105807
-0.45895177,-0.7756203,-0.7235204,-0.54346323,-0.76399,-0.99877185,-0.47105807,-0.58192676
-0.7756203,-0.7235204,-0.54346323,-0.76399,-0.99877185,-0.47105807,-0.58192676,-0.6509789
-0.7235204,-0.54346323,-0.76399,-0.99877185,-0.47105807,-0.58192676,-0.6509789,-0.77113825
-0.54346323,-0.76399,-0.99877185,-0.47105807,-0.58192676,-0.6509789,-0.77113825,-0.70804775
-0.76399,-0.99877185,-0.47105807,-0.58192676,-0.6509789,-0.77113825,-0.70804775,-0.6102134
-0.99877185,-0.47105807,-0.58192676,-0.6509789,-0.77113825,-0.70804775,-0.6102134,-0.74735045
-0.47105807,-0.58192676,-0.6509789,-0.77113825,-0.70804775,-0.6102134,-0.74735045,-0.47066087
-0.58192676,-0.6509789,-0.77113825,-0.70804775,-0.6102134,-0.74735045,-0.47066087,-0.74073535
-0.6509789,-0.77113825,-0.70804775,-0.6102134,-0.74735045,-0.47066087,-0.74073535,-0.66314465
-0.77113825,-0.70804775,-0.6102134,-0.74735045,-0.47066087,-0.74073535,-0.66314465,-0.73946464
-0.70804775,-0.6102134,-0.74735045,-0.47066087,-0.74073535,-0.66314465,-0.73946464,-0.86849016
-0.6102134,-0.74735045,-0.47066087,-0.74073535,-0.66314465,-0.73946464,-0.86849016,-0.7224526
-0.74735045,-0.47066087,-0.74073535,-0.66314465,-0.73946464,-0.86849016,-0.7224526,-0.4376045
-0.47066087,-0.74073535,-0.66314465,-0.73946464,-0.86849016,-0.7224526,-0.4376045,-0.7313341
-0.74073535,-0.66314465,-0.73946464,-0.86849016,-0.7224526,-0.4376045,-0.7313341,-0.71932757
-0.66314465,-0.73946464,-0.86849016,-0.7224526,-0.4376045,-0.7313341,-0.71932757,-0.7980634
-0.73946464,-0.86849016,-0.7224526,-0.4376045,-0.7313341,-0.71932757,-0.7980634,-0.8749304
-0.86849016,-0.7224526,-0.4376045,-0.7313341,-0.71932757,-0.7980634,-0.8749304,-0.7654307
-0.7224526,-0.4376045,-0.7313341,-0.71932757,-0.7980634,-0.8749304,-0.7654307,0.082868814
-0.4376045,-0.7313341,-0.71932757,-0.7980634,-0.8749304,-0.7654307,0.082868814,-0.70123047
-0.7313341,-0.71932757,-0.7980634,-0.8749304,-0.7654307,0.082868814,-0.70123047,-0.7314724
-0.71932757,-0.7980634,-0.8749304,-0.7654307,0.082868814,-0.70123047,-0.7314724,-0.53507185
-0.7980634,-0.8749304,-0.7654307,0.082868814,-0.70123047,-0.7314724,-0.53507185,-0.88744587
-0.8749304,-0.7654307,0.082868814,-0.70123047,-0.7314724,-0.53507185,-0.88744587,-0.6600921
-0.7654307,0.082868814,-0.70123047,-0.7314724,-0.53507185,-0.88744587,-0.6600921,-0.4877813
0.082868814,-0.70123047,-0.7314724,-0.53507185,-0.88744587,-0.6600921,-0.4877813,-0.7893201
-0.70123047,-0.7314724,-0.53507185,-0.88744587,-0.6600921,-0.4877813,-0.7893201,-0.31628275
-0.7314724,-0.53507185,-0.88744587,-0.6600921,-0.4877813,-0.7893201,-0.31628275,-0.5858644
-0.53507185,-0.88744587,-0.6600921,-0.4877813,-0.7893201,-0.31628275,-0.5858644,-0.77086514
-0.88744587,-0.6600921,-0.4877813,-0.7893201,-0.31628275,-0.5858644,-0.77086514,-0.98423064
-0.6600921,-0.4877813,-0.7893201,-0.31628275,-0.5858644,-0.77086514,-0.98423064,-0.5951648
-0.4877813,-0.7893201,-0.31628275,-0.5858644,-0.77086514,-0.98423064,-0.5951648,-0.4994101
-0.7893201,-0.31628275,-0.5858644,-0.77086514,-0.98423064,-0.5951648,-0.4994101,-0.5177624
-0.31628275,-0.5858644,-0.77086514,-0.98423064,-0.5951648,-0.4994101,-0.5177624,-0.5646479
-0.5858644,-0.77086514,-0.98423064,-0.5951648,-0.4994101,-0.5177624,-0.5646479,-0.64582694
-0.77086514,-0.98423064,-0.5951648,-0.4994101,-0.5177624,-0.5646479,-0.64582694,-0.8744559
-0.98423064,-0.5951648,-0.4994101,-0.5177624,-0.5646479,-0.64582694,-0.8744559,-0.6374513
-0.5951648,-0.4994101,-0.5177624,-0.5646479,-0.64582694,-0.8744559,-0.6374513,-0.45337605
-0.4994101,-0.5177624,-0.5646479,-0.64582694,-0.8744559,-0.6374513,-0.45337605,-0.6029576
-0.5177624,-0.5646479,-0.64582694,-0.8744559,-0.6374513,-0.45337605,-0.6029576,-0.5840146
-0.5646479,-0.64582694,-0.8744559,-0.6374513,-0.45337605,-0.6029576,-0.5840146,-0.741403
-0.64582694,-0.8744559,-0.6374513,-0.45337605,-0.6029576,-0.5840146,-0.741403,-0.64955276
-0.8744559,-0.6374513,-0.45337605,-0.6029576,-0.5840146,-0.741403,-0.64955276,-0.6460279
-0.6374513,-0.45337605,-0.6029576,-0.5840146,-0.741403,-0.64955276,-0.6460279,-0.7474401
-0.45337605,-0.6029576,-0.5840146,-0.741403,-0.64955276,-0.6460279,-0.7474401,0.39058173
-0.6029576,-0.5840146,-0.741403,-0.64955276,-0.6460279,-0.7474401,0.39058173,-0.7147263
-0.5840146,-0.741403,-0.64955276,-0.6460279,-0.7474401,0.39058173,-0.7147263,-0.73410046
-0.741403,-0.64955276,-0.6460279,-0.7474401,0.39058173,-0.7147263,-0.73410046,-0.8249894
-0.64955276,-0.6460279,-0.7474401,0.39058173,-0.7147263,-0.73410046,-0.8249894,-0.95622003
-0.6460279,-0.7474401,0.39058173,-0.7147263,-0.73410046,-0.8249894,-0.95622003,-0.5279692
-0.7474401,0.39058173,-0.7147263,-0.73410046,-0.8249894,-0.95622003,-0.5279692,-0.51307744
0.39058173,-0.7147263,-0.73410046,-0.8249894,-0.95622003,-0.5279692,-0.51307744,-0.01967889
-0.7147263,-0.73410046,-0.8249894,-0.95622003,-0.5279692,-0.51307744,-0.01967889,-0.82720125
-0.73410046,-0.8249894,-0.95622003,-0.5279692,-0.51307744,-0.01967889,-0.82720125,-0.96345425
-0.8249894,-0.95622003,-0.5279692,-0.51307744,-0.01967889,-0.82720125,-0.96345425,-0.7440547
-0.95622003,-0.5279692,-0.51307744,-0.01967889,-0.82720125,-0.96345425,-0.7440547,-0.59867835
-0.5279692,-0.51307744,-0.01967889,-0.82720125,-0.96345425,-0.7440547,-0.59867835,-0.3014841
-0.51307744,-0.01967889,-0.82720125,-0.96345425,-0.7440547,-0.59867835,-0.3014841,-0.15852857
-0.01967889,-0.82720125,-0.96345425,-0.7440547,-0.59867835,-0.3014841,-0.15852857,-0.42227525
-0.82720125,-0.96345425,-0.7440547,-0.59867835,-0.3014841,-0.15852857,-0.42227525,-0.52969533
-0.96345425,-0.7440547,-0.59867835,-0.3014841,-0.15852857,-0.42227525,-0.52969533,-0.96538293
-0.7440547,-0.59867835,-0.3014841,-0.15852857,-0.42227525,-0.52969533,-0.96538293,-0.12879819
-0.59867835,-0.3014841,-0.15852857,-0.42227525,-0.52969533,-0.96538293,-0.12879819,-0.033618927
-0.3014841,-0.15852857,-0.42227525,-0.52969533,-0.96538293,-0.12879819,-0.033618927,-0.6539003
-0.15852857,-0.42227525,-0.52969533,-0.96538293,-0.12879819,-0.033618927,-0.6539003,-0.3685164
-0.42227525,-0.52969533,-0.96538293,-0.12879819,-0.033618927,-0.6539003,-0.3685164,-0.8480138
-0.52969533,-0.96538293,-0.12879819,-0.033618927,-0.6539003,-0.3685164,-0.8480138,-0.9489164
-0.96538293,-0.12879819,-0.033618927,-0.6539003,-0.3685164,-0.8480138,-0.9489164,-0.4414947
-0.12879819,-0.033618927,-0.6539003,-0.3685164,-0.8480138,-0.9489164,-0.4414947,-0.68219894
-0.033618927,-0.6539003,-0.3685164,-0.8480138,-0.9489164,-0.4414947,-0.68219894,-0.32811826
-0.6539003,-0.3685164,-0.8480138,-0.9489164,-0.4414947,-0.68219894,-0.32811826,-0.32236475
-0.3685164,-0.8480138,-0.9489164,-0.4414947,-0.68219894,-0.32811826,-0.32236475,-0.44771975
-0.8480138,-0.9489164,-0.4414947,-0.68219894,-0.32811826,-0.32236475,-0.44771975,-0.76106524
-0.9489164,-0.4414947,-0.68219894,-0.32811826,-0.32236475,-0.44771975,-0.76106524,-0.6248171
-0.4414947,-0.68219894,-0.32811826,-0.32236475,-0.44771975,-0.76106524,-0.6248171,-0.30225718
-0.68219894,-0.32811826,-0.32236475,-0.44771975,-0.76106524,-0.6248171,-0.30225718,-0.62913847
-0.32811826,-0.32236475,-0.44771975,-0.76106524,-0.6248171,-0.30225718,-0.62913847,-0.33810157
-0.32236475,-0.44771975,-0.76106524,-0.6248171,-0.30225718,-0.62913847,-0.33810157,-0.46842247
-0.44771975,-0.76106524,-0.6248171,-0.30225718,-0.62913847,-0.33810157,-0.46842247,-0.7942229
-0.76106524,-0.6248171,-0.30225718,-0.62913847,-0.33810157,-0.46842247,-0.7942229,-0.99615645
-0.6248171,-0.30225718,-0.62913847,-0.33810157,-0.46842247,-0.7942229,-0.99615645,-0.5515104
-0.30225718,-0.62913847,-0.33810157,-0.46842247,-0.7942229,-0.99615645,-0.5515104,-0.448331
-0.62913847,-0.33810157,-0.46842247,-0.7942229,-0.99615645,-0.5515104,-0.448331,-0.49198353
-0.33810157,-0.46842247,-0.7942229,-0.99615645,-0.5515104,-0.448331,-0.49198353,-0.68020713
